dt,Country,Region,Deaths,CumulativeDeaths,Confirm,CumulativeConfirm
2020-04-10,JP,WPRO,3,88,579,5347
2020-04-11,JP,WPRO,6,94,658,6005
2020-04-12,JP,WPRO,4,98,743,6748
2020-04-13,JP,WPRO,4,102,507,7255
2020-04-14,JP,WPRO,7,109,390,7645
2020-04-15,JP,WPRO,10,119,455,8100
2020-04-16,JP,WPRO,17,136,482,8582
2020-04-17,JP,WPRO,12,148,585,9167
2020-04-18,JP,WPRO,6,154,628,9795
2020-04-19,JP,WPRO,7,161,566,10361
2020-04-20,JP,WPRO,10,171,390,10751
2020-04-21,JP,WPRO,15,186,368,11119
2020-04-22,JP,WPRO,91,277,377,11496
2020-04-23,JP,WPRO,10,287,423,11919
2020-04-24,JP,WPRO,30,317,469,12388
2020-04-25,JP,WPRO,17,334,441,12829
2020-04-26,JP,WPRO,14,348,353,13182
2020-04-27,JP,WPRO,3,351,203,13385
2020-04-28,JP,WPRO,25,376,191,13576
2020-04-29,JP,WPRO,13,389,276,13852
2020-04-30,JP,WPRO,26,415,236,14088
2020-05-01,JP,WPRO,17,432,193,14281
2020-05-02,JP,WPRO,22,454,264,14545
2020-05-03,JP,WPRO,38,492,294,14839
2020-05-04,JP,WPRO,18,510,218,15057
2020-05-05,JP,WPRO,11,521,174,15231
2020-05-06,JP,WPRO,22,543,123,15354
2020-05-07,JP,WPRO,8,551,109,15463
2020-05-08,JP,WPRO,6,557,84,15547
2020-05-09,JP,WPRO,43,600,102,15649
2020-05-10,JP,WPRO,13,613,98,15747
2020-05-11,JP,WPRO,8,621,51,15798
2020-05-12,JP,WPRO,22,643,76,15874
2020-05-13,JP,WPRO,25,668,150,16024
2020-05-14,JP,WPRO,19,687,55,16079
2020-05-15,JP,WPRO,23,710,114,16193
2020-05-16,JP,WPRO,15,725,44,16237
2020-05-17,JP,WPRO,19,744,48,16285
2020-05-18,JP,WPRO,5,749,20,16305
2020-05-19,JP,WPRO,14,763,60,16365
2020-05-20,JP,WPRO,8,771,20,16385
2020-05-21,JP,WPRO,6,777,39,16424
2020-05-22,JP,WPRO,19,796,89,16513
2020-05-23,JP,WPRO,12,808,23,16536
2020-05-24,JP,WPRO,12,820,14,16550
2020-05-25,JP,WPRO,10,830,31,16581
2020-05-26,JP,WPRO,16,846,42,16623
2020-05-27,JP,WPRO,12,858,28,16651
2020-05-28,JP,WPRO,9,867,32,16683
2020-05-29,JP,WPRO,7,874,36,16719
2020-05-30,JP,WPRO,12,886,85,16804
2020-05-31,JP,WPRO,5,891,47,16851
2020-06-01,JP,WPRO,1,892,33,16884
2020-06-02,JP,WPRO,2,894,46,16930
2020-06-03,JP,WPRO,6,900,56,16986
2020-06-04,JP,WPRO,3,903,32,17018
2020-06-05,JP,WPRO,4,907,46,17064
2020-06-06,JP,WPRO,7,914,39,17103
2020-06-07,JP,WPRO,2,916,38,17141
2020-06-08,JP,WPRO,0,916,33,17174
2020-06-09,JP,WPRO,0,916,36,17210
2020-06-10,JP,WPRO,3,919,41,17251
2020-06-11,JP,WPRO,1,920,41,17292
2020-06-12,JP,WPRO,2,922,40,17332
2020-06-13,JP,WPRO,2,924,50,17382
2020-06-14,JP,WPRO,1,925,47,17429
2020-06-15,JP,WPRO,0,925,73,17502
2020-06-16,JP,WPRO,2,927,85,17587
2020-06-17,JP,WPRO,4,931,41,17628
2020-06-18,JP,WPRO,4,935,40,17668
2020-06-19,JP,WPRO,0,935,72,17740
2020-06-20,JP,WPRO,17,952,59,17799
2020-06-21,JP,WPRO,1,953,65,17864
2020-06-22,JP,WPRO,0,953,52,17916
2020-06-23,JP,WPRO,2,955,52,17968
2020-06-24,JP,WPRO,8,963,56,18024
2020-06-25,JP,WPRO,5,968,86,18110
2020-06-26,JP,WPRO,1,969,87,18197
2020-06-27,JP,WPRO,2,971,100,18297
2020-06-28,JP,WPRO,0,971,93,18390
2020-06-29,JP,WPRO,1,972,86,18476
2020-06-30,JP,WPRO,0,972,117,18593
2020-07-01,JP,WPRO,2,974,130,18723
2020-07-02,JP,WPRO,1,975,151,18874
2020-07-03,JP,WPRO,1,976,194,19068
2020-07-04,JP,WPRO,1,977,214,19282
2020-07-05,JP,WPRO,0,977,240,19522
2020-07-06,JP,WPRO,0,977,253,19775
2020-07-07,JP,WPRO,1,978,206,19981
2020-07-08,JP,WPRO,2,980,193,20174
2020-07-09,JP,WPRO,1,981,197,20371
2020-07-10,JP,WPRO,1,982,348,20719
2020-07-11,JP,WPRO,0,982,410,21129
2020-07-12,JP,WPRO,0,982,373,21502
2020-07-13,JP,WPRO,0,982,366,21868
2020-07-14,JP,WPRO,0,982,352,22220
2020-07-15,JP,WPRO,2,984,288,22508
2020-07-16,JP,WPRO,1,985,382,22890
2020-07-17,JP,WPRO,0,985,583,23473
2020-07-18,JP,WPRO,0,985,659,24132
2020-07-19,JP,WPRO,0,985,510,24642
2020-07-20,JP,WPRO,0,985,454,25096
2020-07-21,JP,WPRO,3,988,640,25736
2020-07-22,JP,WPRO,1,989,567,26303
2020-07-23,JP,WPRO,1,990,726,27029
2020-07-24,JP,WPRO,2,992,927,27956
2020-07-25,JP,WPRO,1,993,830,28786
2020-07-26,JP,WPRO,3,996,596,29382
2020-03-12,JE,EURO,0,0,2,2
2020-03-13,JE,EURO,0,0,0,2
2020-03-14,JE,EURO,0,0,0,2
2020-03-15,JE,EURO,0,0,0,2
2020-03-16,JE,EURO,0,0,0,2
2020-03-17,JE,EURO,0,0,3,5
2020-03-18,JE,EURO,0,0,0,5
2020-03-19,JE,EURO,0,0,0,5
2020-03-20,JE,EURO,0,0,7,12
2020-03-21,JE,EURO,0,0,0,12
2020-03-22,JE,EURO,0,0,0,12
2020-03-23,JE,EURO,0,0,3,15
2020-03-24,JE,EURO,0,0,1,16
2020-03-25,JE,EURO,0,0,0,16
2020-03-26,JE,EURO,0,0,2,18
2020-03-27,JE,EURO,1,1,14,32
2020-03-28,JE,EURO,0,1,20,52
2020-03-29,JE,EURO,0,1,9,61
2020-03-30,JE,EURO,1,2,2,63
2020-03-31,JE,EURO,0,2,0,63
2020-04-01,JE,EURO,0,2,0,63
2020-04-02,JE,EURO,0,2,18,81
2020-04-03,JE,EURO,0,2,0,81
2020-04-04,JE,EURO,0,2,37,118
2020-04-05,JE,EURO,1,3,5,123
2020-04-06,JE,EURO,0,3,32,155
2020-04-07,JE,EURO,0,3,0,155
2020-04-08,JE,EURO,0,3,15,170
2020-04-09,JE,EURO,0,3,0,170
2020-04-10,JE,EURO,0,3,0,170
2020-04-11,JE,EURO,1,4,13,183
2020-04-12,JE,EURO,0,4,15,198
2020-04-13,JE,EURO,0,4,0,198
2020-04-14,JE,EURO,0,4,15,213
2020-04-15,JE,EURO,0,4,4,217
2020-04-16,JE,EURO,2,6,0,217
2020-04-17,JE,EURO,1,7,2,219
2020-04-18,JE,EURO,3,10,4,223
2020-04-19,JE,EURO,1,11,11,234
2020-04-20,JE,EURO,1,12,11,245
2020-04-21,JE,EURO,0,12,4,249
2020-04-22,JE,EURO,2,14,1,250
2020-04-23,JE,EURO,0,14,5,255
2020-04-24,JE,EURO,4,18,0,255
2020-04-25,JE,EURO,1,19,21,276
2020-04-26,JE,EURO,0,19,2,278
2020-04-27,JE,EURO,0,19,2,280
2020-04-28,JE,EURO,0,19,1,281
2020-04-29,JE,EURO,0,19,2,283
2020-04-30,JE,EURO,1,20,1,284
2020-05-01,JE,EURO,0,20,6,290
2020-05-02,JE,EURO,2,22,0,290
2020-05-03,JE,EURO,1,23,0,290
2020-05-04,JE,EURO,1,24,1,291
2020-05-05,JE,EURO,0,24,1,292
2020-05-06,JE,EURO,0,24,1,293
2020-05-07,JE,EURO,0,24,0,293
2020-05-08,JE,EURO,1,25,0,293
2020-05-09,JE,EURO,0,25,0,293
2020-05-10,JE,EURO,0,25,0,293
2020-05-11,JE,EURO,0,25,0,293
2020-05-12,JE,EURO,0,25,1,294
2020-05-13,JE,EURO,0,25,0,294
2020-05-14,JE,EURO,1,26,1,295
2020-05-15,JE,EURO,0,26,0,295
2020-05-16,JE,EURO,1,27,2,297
2020-05-17,JE,EURO,0,27,0,297
2020-05-18,JE,EURO,0,27,0,297
2020-05-19,JE,EURO,0,27,5,302
2020-05-20,JE,EURO,0,27,1,303
2020-05-21,JE,EURO,1,28,0,303
2020-05-22,JE,EURO,1,29,3,306
2020-05-23,JE,EURO,0,29,0,306
2020-05-24,JE,EURO,0,29,0,306
2020-05-25,JE,EURO,0,29,0,306
2020-05-26,JE,EURO,0,29,0,306
2020-05-27,JE,EURO,0,29,1,307
2020-05-28,JE,EURO,0,29,0,307
2020-05-29,JE,EURO,0,29,1,308
2020-05-30,JE,EURO,0,29,0,308
2020-05-31,JE,EURO,0,29,0,308
2020-06-01,JE,EURO,0,29,0,308
2020-06-02,JE,EURO,0,29,0,308
2020-06-03,JE,EURO,0,29,0,308
2020-06-04,JE,EURO,1,30,0,308
2020-06-05,JE,EURO,0,30,1,309
2020-06-06,JE,EURO,0,30,0,309
2020-06-07,JE,EURO,0,30,0,309
2020-06-08,JE,EURO,0,30,2,311
2020-06-09,JE,EURO,0,30,0,311
2020-06-10,JE,EURO,0,30,2,313
2020-06-11,JE,EURO,0,30,0,313
2020-06-12,JE,EURO,0,30,0,313
2020-06-13,JE,EURO,0,30,0,313
2020-06-14,JE,EURO,0,30,0,313
2020-06-15,JE,EURO,0,30,0,313
2020-06-16,JE,EURO,0,30,0,313
2020-06-17,JE,EURO,0,30,3,316
2020-06-18,JE,EURO,0,30,0,316
2020-06-19,JE,EURO,0,30,2,318
2020-06-20,JE,EURO,0,30,0,318
2020-06-21,JE,EURO,1,31,0,318
2020-06-22,JE,EURO,0,31,0,318
2020-06-23,JE,EURO,0,31,0,318
2020-06-24,JE,EURO,0,31,0,318
2020-06-25,JE,EURO,0,31,0,318
2020-06-26,JE,EURO,0,31,1,319
2020-06-27,JE,EURO,0,31,0,319
2020-06-28,JE,EURO,0,31,0,319
2020-06-29,JE,EURO,0,31,0,319
2020-06-30,JE,EURO,0,31,0,319
2020-07-01,JE,EURO,0,31,0,319
2020-07-02,JE,EURO,0,31,0,319
2020-07-03,JE,EURO,0,31,0,319
2020-07-04,JE,EURO,0,31,0,319
2020-07-05,JE,EURO,0,31,1,320
2020-07-06,JE,EURO,0,31,0,320
2020-07-07,JE,EURO,0,31,0,320
2020-07-08,JE,EURO,0,31,5,325
2020-07-09,JE,EURO,0,31,0,325
2020-07-10,JE,EURO,0,31,0,325
2020-07-11,JE,EURO,0,31,0,325
2020-07-12,JE,EURO,0,31,0,325
2020-07-13,JE,EURO,0,31,0,325
2020-07-14,JE,EURO,0,31,4,329
2020-07-15,JE,EURO,0,31,0,329
2020-07-16,JE,EURO,0,31,0,329
2020-07-17,JE,EURO,0,31,0,329
2020-07-18,JE,EURO,0,31,2,331
2020-07-19,JE,EURO,0,31,0,331
2020-07-20,JE,EURO,0,31,0,331
2020-07-21,JE,EURO,0,31,0,331
2020-07-22,JE,EURO,0,31,0,331
2020-07-23,JE,EURO,0,31,0,331
2020-07-24,JE,EURO,0,31,0,331
2020-07-25,JE,EURO,0,31,0,331
2020-07-26,JE,EURO,0,31,0,331
2020-03-02,JO,EMRO,0,0,1,1
2020-03-03,JO,EMRO,0,0,0,1
2020-03-04,JO,EMRO,0,0,0,1
2020-03-05,JO,EMRO,0,0,0,1
2020-03-06,JO,EMRO,0,0,0,1
2020-03-07,JO,EMRO,0,0,0,1
2020-03-08,JO,EMRO,0,0,0,1
2020-03-09,JO,EMRO,0,0,0,1
2020-03-10,JO,EMRO,0,0,0,1
2020-03-11,JO,EMRO,0,0,0,1
2020-03-12,JO,EMRO,0,0,0,1
2020-03-13,JO,EMRO,0,0,0,1
2020-03-14,JO,EMRO,0,0,0,1
2020-03-15,JO,EMRO,0,0,5,6
2020-03-16,JO,EMRO,0,0,0,6
2020-03-17,JO,EMRO,0,0,29,35
2020-03-18,JO,EMRO,0,0,17,52
2020-03-19,JO,EMRO,0,0,4,56
2020-03-20,JO,EMRO,0,0,13,69
2020-03-21,JO,EMRO,0,0,15,84
2020-03-22,JO,EMRO,0,0,15,99
2020-03-23,JO,EMRO,0,0,13,112
2020-03-24,JO,EMRO,0,0,15,127
2020-03-25,JO,EMRO,0,0,26,153
2020-03-26,JO,EMRO,0,0,19,172
2020-03-27,JO,EMRO,0,0,40,212
2020-03-28,JO,EMRO,1,1,23,235
2020-03-29,JO,EMRO,0,1,11,246
2020-03-30,JO,EMRO,3,4,13,259
2020-03-31,JO,EMRO,1,5,9,268
2020-04-01,JO,EMRO,0,5,6,274
2020-04-02,JO,EMRO,0,5,4,278
2020-04-03,JO,EMRO,0,5,21,299
2020-04-04,JO,EMRO,0,5,11,310
2020-04-05,JO,EMRO,0,5,13,323
2020-04-06,JO,EMRO,0,5,22,345
2020-04-07,JO,EMRO,1,6,4,349
2020-04-08,JO,EMRO,0,6,4,353
2020-04-09,JO,EMRO,0,6,5,358
2020-04-10,JO,EMRO,1,7,14,372
2020-04-11,JO,EMRO,0,7,0,372
2020-04-12,JO,EMRO,0,7,9,381
2020-04-13,JO,EMRO,0,7,8,389
2020-04-14,JO,EMRO,0,7,2,391
2020-04-15,JO,EMRO,0,7,6,397
2020-04-16,JO,EMRO,0,7,4,401
2020-04-17,JO,EMRO,0,7,1,402
2020-04-18,JO,EMRO,0,7,5,407
2020-04-19,JO,EMRO,0,7,6,413
2020-04-20,JO,EMRO,0,7,4,417
2020-04-21,JO,EMRO,0,7,8,425
2020-04-22,JO,EMRO,0,7,3,428
2020-04-23,JO,EMRO,0,7,7,435
2020-04-24,JO,EMRO,0,7,2,437
2020-04-25,JO,EMRO,0,7,7,444
2020-04-26,JO,EMRO,0,7,3,447
2020-04-27,JO,EMRO,0,7,2,449
2020-04-28,JO,EMRO,1,8,0,449
2020-04-29,JO,EMRO,0,8,0,449
2020-04-30,JO,EMRO,0,8,4,453
2020-05-01,JO,EMRO,0,8,0,453
2020-05-02,JO,EMRO,1,9,6,459
2020-05-03,JO,EMRO,0,9,2,461
2020-05-04,JO,EMRO,0,9,4,465
2020-05-05,JO,EMRO,0,9,6,471
2020-05-06,JO,EMRO,0,9,2,473
2020-05-07,JO,EMRO,0,9,11,484
2020-05-08,JO,EMRO,0,9,10,494
2020-05-09,JO,EMRO,0,9,28,522
2020-05-10,JO,EMRO,0,9,18,540
2020-05-11,JO,EMRO,0,9,22,562
2020-05-12,JO,EMRO,0,9,14,576
2020-05-13,JO,EMRO,0,9,6,582
2020-05-14,JO,EMRO,0,9,4,586
2020-05-15,JO,EMRO,0,9,10,596
2020-05-16,JO,EMRO,0,9,11,607
2020-05-17,JO,EMRO,0,9,6,613
2020-05-18,JO,EMRO,0,9,16,629
2020-05-19,JO,EMRO,0,9,20,649
2020-05-20,JO,EMRO,0,9,23,672
2020-05-21,JO,EMRO,0,9,12,684
2020-05-22,JO,EMRO,0,9,0,684
2020-05-23,JO,EMRO,0,9,16,700
2020-05-24,JO,EMRO,0,9,4,704
2020-05-25,JO,EMRO,0,9,4,708
2020-05-26,JO,EMRO,0,9,3,711
2020-05-27,JO,EMRO,0,9,7,718
2020-05-28,JO,EMRO,0,9,2,720
2020-05-29,JO,EMRO,0,9,8,728
2020-05-30,JO,EMRO,0,9,2,730
2020-05-31,JO,EMRO,0,9,4,734
2020-06-01,JO,EMRO,0,9,5,739
2020-06-02,JO,EMRO,0,9,7,746
2020-06-03,JO,EMRO,0,9,9,755
2020-06-04,JO,EMRO,0,9,2,757
2020-06-05,JO,EMRO,0,9,8,765
2020-06-06,JO,EMRO,0,9,19,784
2020-06-07,JO,EMRO,0,9,11,795
2020-06-08,JO,EMRO,0,9,13,808
2020-06-09,JO,EMRO,0,9,23,831
2020-06-10,JO,EMRO,0,9,14,845
2020-06-11,JO,EMRO,0,9,18,863
2020-06-12,JO,EMRO,0,9,27,890
2020-06-13,JO,EMRO,0,9,25,915
2020-06-14,JO,EMRO,0,9,38,953
2020-06-15,JO,EMRO,0,9,8,961
2020-06-16,JO,EMRO,0,9,18,979
2020-06-17,JO,EMRO,0,9,2,981
2020-06-18,JO,EMRO,0,9,6,987
2020-06-19,JO,EMRO,0,9,14,1001
2020-06-20,JO,EMRO,0,9,7,1008
2020-06-21,JO,EMRO,0,9,7,1015
2020-06-22,JO,EMRO,0,9,18,1033
2020-06-23,JO,EMRO,0,9,9,1042
2020-06-24,JO,EMRO,0,9,5,1047
2020-06-25,JO,EMRO,0,9,24,1071
2020-06-26,JO,EMRO,0,9,15,1086
2020-06-27,JO,EMRO,0,9,18,1104
2020-06-28,JO,EMRO,0,9,7,1111
2020-06-29,JO,EMRO,0,9,10,1121
2020-06-30,JO,EMRO,0,9,7,1128
2020-07-01,JO,EMRO,0,9,4,1132
2020-07-02,JO,EMRO,0,9,1,1133
2020-07-03,JO,EMRO,0,9,3,1136
2020-07-04,JO,EMRO,1,10,11,1147
2020-07-05,JO,EMRO,0,10,3,1150
2020-07-06,JO,EMRO,0,10,14,1164
2020-07-07,JO,EMRO,0,10,3,1167
2020-07-08,JO,EMRO,0,10,2,1169
2020-07-09,JO,EMRO,0,10,0,1169
2020-07-10,JO,EMRO,0,10,0,1169
2020-07-11,JO,EMRO,0,10,4,1173
2020-07-12,JO,EMRO,0,10,3,1176
2020-07-13,JO,EMRO,0,10,3,1179
2020-07-14,JO,EMRO,0,10,4,1183
2020-07-15,JO,EMRO,0,10,15,1198
2020-07-16,JO,EMRO,0,10,3,1201
2020-07-17,JO,EMRO,0,10,5,1206
2020-07-18,JO,EMRO,0,10,3,1209
2020-07-19,JO,EMRO,1,11,5,1214
2020-07-20,JO,EMRO,0,11,4,1218
2020-07-21,JO,EMRO,0,11,5,1223
2020-07-22,JO,EMRO,0,11,46,1269
2020-07-23,JO,EMRO,0,11,7,1276
2020-07-24,JO,EMRO,0,11,11,1287
2020-07-25,JO,EMRO,0,11,15,1302
2020-07-26,JO,EMRO,0,11,8,1310
2020-03-14,KZ,EURO,0,0,2,2
2020-03-15,KZ,EURO,0,0,4,6
2020-03-16,KZ,EURO,0,0,0,6
2020-03-17,KZ,EURO,0,0,0,6
2020-03-18,KZ,EURO,0,0,27,33
2020-03-19,KZ,EURO,0,0,2,35
2020-03-20,KZ,EURO,0,0,11,46
2020-03-21,KZ,EURO,0,0,7,53
2020-03-22,KZ,EURO,0,0,4,57
2020-03-23,KZ,EURO,0,0,5,62
2020-03-24,KZ,EURO,0,0,10,72
2020-03-25,KZ,EURO,0,0,10,82
2020-03-26,KZ,EURO,0,0,15,97
2020-03-27,KZ,EURO,0,0,53,150
2020-03-28,KZ,EURO,1,1,78,228
2020-03-29,KZ,EURO,0,1,56,284
2020-03-30,KZ,EURO,0,1,28,312
2020-03-31,KZ,EURO,0,1,0,312
2020-04-01,KZ,EURO,1,2,36,348
2020-04-02,KZ,EURO,1,3,38,386
2020-04-03,KZ,EURO,0,3,49,435
2020-04-04,KZ,EURO,0,3,25,460
2020-04-05,KZ,EURO,2,5,71,531
2020-04-06,KZ,EURO,0,5,73,604
2020-04-07,KZ,EURO,1,6,66,670
2020-04-08,KZ,EURO,0,6,39,709
2020-04-09,KZ,EURO,1,7,18,727
2020-04-10,KZ,EURO,2,9,75,802
2020-04-11,KZ,EURO,1,10,57,859
2020-04-12,KZ,EURO,0,10,38,897
2020-04-13,KZ,EURO,2,12,82,979
2020-04-14,KZ,EURO,0,12,112,1091
2020-04-15,KZ,EURO,0,12,184,1275
2020-04-16,KZ,EURO,4,16,20,1295
2020-04-17,KZ,EURO,0,16,185,1480
2020-04-18,KZ,EURO,1,17,66,1546
2020-04-19,KZ,EURO,2,19,81,1627
2020-04-20,KZ,EURO,0,19,141,1768
2020-04-21,KZ,EURO,0,19,84,1852
2020-04-22,KZ,EURO,0,19,143,1995
2020-04-23,KZ,EURO,0,19,30,2025
2020-04-24,KZ,EURO,0,19,0,2025
2020-04-25,KZ,EURO,6,25,391,2416
2020-04-26,KZ,EURO,0,25,185,2601
2020-04-27,KZ,EURO,0,25,190,2791
2020-04-28,KZ,EURO,0,25,191,2982
2020-04-29,KZ,EURO,0,25,96,3078
2020-04-30,KZ,EURO,0,25,255,3333
2020-05-01,KZ,EURO,0,25,218,3551
2020-05-02,KZ,EURO,0,25,234,3785
2020-05-03,KZ,EURO,1,26,92,3877
2020-05-04,KZ,EURO,1,27,111,3988
2020-05-05,KZ,EURO,2,29,172,4160
2020-05-06,KZ,EURO,0,29,138,4298
2020-05-07,KZ,EURO,1,30,211,4509
2020-05-08,KZ,EURO,0,30,69,4578
2020-05-09,KZ,EURO,1,31,344,4922
2020-05-10,KZ,EURO,0,31,134,5056
2020-05-11,KZ,EURO,0,31,82,5138
2020-05-12,KZ,EURO,1,32,69,5207
2020-05-13,KZ,EURO,0,32,210,5417
2020-05-14,KZ,EURO,1,33,154,5571
2020-05-15,KZ,EURO,1,34,118,5689
2020-05-16,KZ,EURO,0,34,161,5850
2020-05-17,KZ,EURO,0,34,307,6157
2020-05-18,KZ,EURO,0,34,283,6440
2020-05-19,KZ,EURO,1,35,311,6751
2020-05-20,KZ,EURO,0,35,218,6969
2020-05-21,KZ,EURO,0,35,265,7234
2020-05-22,KZ,EURO,0,35,363,7597
2020-05-23,KZ,EURO,0,35,322,7919
2020-05-24,KZ,EURO,0,35,403,8322
2020-05-25,KZ,EURO,0,35,209,8531
2020-05-26,KZ,EURO,0,35,438,8969
2020-05-27,KZ,EURO,2,37,335,9304
2020-05-28,KZ,EURO,0,37,272,9576
2020-05-29,KZ,EURO,0,37,356,9932
2020-05-30,KZ,EURO,0,37,450,10382
2020-05-31,KZ,EURO,1,38,476,10858
2020-06-01,KZ,EURO,3,41,450,11308
2020-06-02,KZ,EURO,0,41,263,11571
2020-06-03,KZ,EURO,3,44,225,11796
2020-06-04,KZ,EURO,4,48,271,12067
2020-06-05,KZ,EURO,0,48,245,12312
2020-06-06,KZ,EURO,4,52,199,12511
2020-06-07,KZ,EURO,2,54,183,12694
2020-06-08,KZ,EURO,2,56,165,12859
2020-06-09,KZ,EURO,2,58,215,13074
2020-06-10,KZ,EURO,3,61,245,13319
2020-06-11,KZ,EURO,6,67,240,13559
2020-06-12,KZ,EURO,0,67,313,13872
2020-06-13,KZ,EURO,3,70,366,14238
2020-06-14,KZ,EURO,3,73,258,14496
2020-06-15,KZ,EURO,4,77,313,14809
2020-06-16,KZ,EURO,4,81,383,15192
2020-06-17,KZ,EURO,7,88,350,15542
2020-06-18,KZ,EURO,12,100,335,15877
2020-06-19,KZ,EURO,5,105,474,16351
2020-06-20,KZ,EURO,8,113,428,16779
2020-06-21,KZ,EURO,5,118,1062,17841
2020-06-22,KZ,EURO,2,120,1410,19251
2020-06-23,KZ,EURO,7,127,1315,20566
2020-06-24,KZ,EURO,7,134,1630,22196
2020-06-25,KZ,EURO,2,136,1476,23672
2020-06-26,KZ,EURO,11,147,1348,25020
2020-06-27,KZ,EURO,11,158,1557,26577
2020-06-28,KZ,EURO,15,173,1486,28063
2020-06-29,KZ,EURO,10,183,1613,29676
2020-06-30,KZ,EURO,5,188,492,30168
2020-07-01,KZ,EURO,0,188,10897,41065
2020-07-02,KZ,EURO,10,198,1509,42574
2020-07-03,KZ,EURO,12,210,1501,44075
2020-07-04,KZ,EURO,14,224,1644,45719
2020-07-05,KZ,EURO,18,242,1452,47171
2020-07-06,KZ,EURO,18,260,1403,48574
2020-07-07,KZ,EURO,4,264,1109,49683
2020-07-08,KZ,EURO,0,264,1376,51059
2020-07-09,KZ,EURO,32,296,1962,53021
2020-07-10,KZ,EURO,0,296,1726,54747
2020-07-11,KZ,EURO,36,332,1708,56455
2020-07-12,KZ,EURO,20,352,1798,58253
2020-07-13,KZ,EURO,23,375,1646,59899
2020-07-14,KZ,EURO,0,375,1856,61755
2020-07-15,KZ,EURO,0,375,1759,63514
2020-07-16,KZ,EURO,0,375,1674,65188
2020-07-17,KZ,EURO,0,375,1707,66895
2020-07-18,KZ,EURO,0,375,1808,68703
2020-07-19,KZ,EURO,0,375,1636,70339
2020-07-20,KZ,EURO,210,585,1499,71838
2020-07-21,KZ,EURO,0,585,1630,73468
2020-07-22,KZ,EURO,0,585,1685,75153
2020-07-23,KZ,EURO,0,585,1646,76799
2020-07-24,KZ,EURO,0,585,1687,78486
2020-07-25,KZ,EURO,0,585,1740,80226
2020-07-26,KZ,EURO,0,585,0,80226
2020-03-14,KE,AFRO,0,0,1,1
2020-03-15,KE,AFRO,0,0,0,1
2020-03-16,KE,AFRO,0,0,2,3
2020-03-17,KE,AFRO,0,0,0,3
2020-03-18,KE,AFRO,0,0,4,7
2020-03-19,KE,AFRO,0,0,0,7
2020-03-20,KE,AFRO,0,0,0,7
2020-03-21,KE,AFRO,0,0,0,7
2020-03-22,KE,AFRO,0,0,0,7
2020-03-23,KE,AFRO,0,0,8,15
2020-03-24,KE,AFRO,0,0,1,16
2020-03-25,KE,AFRO,0,0,9,25
2020-03-26,KE,AFRO,0,0,0,25
2020-03-27,KE,AFRO,1,1,0,25
2020-03-28,KE,AFRO,0,1,0,25
2020-03-29,KE,AFRO,0,1,0,25
2020-03-30,KE,AFRO,0,1,13,38
2020-03-31,KE,AFRO,0,1,12,50
2020-04-01,KE,AFRO,0,1,9,59
2020-04-02,KE,AFRO,0,1,22,81
2020-04-03,KE,AFRO,2,3,29,110
2020-04-04,KE,AFRO,1,4,12,122
2020-04-05,KE,AFRO,0,4,0,122
2020-04-06,KE,AFRO,0,4,20,142
2020-04-07,KE,AFRO,0,4,0,142
2020-04-08,KE,AFRO,2,6,30,172
2020-04-09,KE,AFRO,0,6,7,179
2020-04-10,KE,AFRO,1,7,5,184
2020-04-11,KE,AFRO,0,7,5,189
2020-04-12,KE,AFRO,0,7,2,191
2020-04-13,KE,AFRO,1,8,6,197
2020-04-14,KE,AFRO,1,9,11,208
2020-04-15,KE,AFRO,0,9,8,216
2020-04-16,KE,AFRO,1,10,9,225
2020-04-17,KE,AFRO,1,11,9,234
2020-04-18,KE,AFRO,0,11,12,246
2020-04-19,KE,AFRO,1,12,16,262
2020-04-20,KE,AFRO,2,14,8,270
2020-04-21,KE,AFRO,0,14,11,281
2020-04-22,KE,AFRO,0,14,15,296
2020-04-23,KE,AFRO,0,14,7,303
2020-04-24,KE,AFRO,0,14,17,320
2020-04-25,KE,AFRO,0,14,16,336
2020-04-26,KE,AFRO,0,14,7,343
2020-04-27,KE,AFRO,0,14,12,355
2020-04-28,KE,AFRO,0,14,8,363
2020-04-29,KE,AFRO,0,14,11,374
2020-04-30,KE,AFRO,1,15,10,384
2020-05-01,KE,AFRO,2,17,12,396
2020-05-02,KE,AFRO,4,21,15,411
2020-05-03,KE,AFRO,1,22,24,435
2020-05-04,KE,AFRO,2,24,31,466
2020-05-05,KE,AFRO,0,24,24,490
2020-05-06,KE,AFRO,2,26,45,535
2020-05-07,KE,AFRO,0,26,47,582
2020-05-08,KE,AFRO,3,29,25,607
2020-05-09,KE,AFRO,0,29,14,621
2020-05-10,KE,AFRO,1,30,28,649
2020-05-11,KE,AFRO,2,32,23,672
2020-05-12,KE,AFRO,1,33,28,700
2020-05-13,KE,AFRO,3,36,15,715
2020-05-14,KE,AFRO,4,40,22,737
2020-05-15,KE,AFRO,2,42,21,758
2020-05-16,KE,AFRO,4,46,23,781
2020-05-17,KE,AFRO,4,50,49,830
2020-05-18,KE,AFRO,0,50,57,887
2020-05-19,KE,AFRO,0,50,25,912
2020-05-20,KE,AFRO,0,50,51,963
2020-05-21,KE,AFRO,0,50,66,1029
2020-05-22,KE,AFRO,0,50,80,1109
2020-05-23,KE,AFRO,0,50,52,1161
2020-05-24,KE,AFRO,0,50,31,1192
2020-05-25,KE,AFRO,1,51,22,1214
